individualID,materialSampleID,decimalLatitude,decimalLongitude,coordNote,decimalLatitute_field,decimalLongitude_field,minimumdepthOfBottominmeters,maximumdepthOfBottominmeters,EcoPlotDepthinmeters.tidecorrected,depthOfColonyinmeters,EcoReefID_short,locationID_short,EcoPlotID_full,projectID,scientificName_field,scientificAbbreviation,scientificName_verified,taxonID,identificationRemarks,EcoClusterID,EcoReefID,EcoReefHabitat,EcoZoneID,fieldID,tagID,digitalOrthoYear,UWorthoYear,EcoPlotID,EcoPlotID_new,locality,timeOfDay,eventEnteredBy,dayCollected,monthCollected,yearCollected,fieldNotes,georeferenceProtocol,coordinateUncertaintyInMeters,locationRemarks,healthScore,collectorList,associatedMedia,permitInformation,principalInvestigator,fundingSource,country,sizeOfColonyincm,Plot_MaxCoralDist.m,Plot_CoordNote,modifiedBy,modifiedReason,associatedTaxa,associatedReference
RRAP-ECO03-2021-Spis-ONLI-449,Spis-ONLI-449,-14.698098,145.445447,Original metadata entry,-14.6980975,145.445447,4,4,4,NA,ONLI,ONLI_FL1S,ONLI_FL1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Flank1,Shallow,7,NA,NA,NA,NA,NA,Lizard Island,14:00,Zoe Meziere,30,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-455,Spis-ONLI-455,-14.698098,145.445447,Original metadata entry,-14.6980975,145.445447,4,4,4,NA,ONLI,ONLI_FL1S,ONLI_FL1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Flank1,Shallow,14,NA,NA,NA,NA,NA,Lizard Island,14:00,Zoe Meziere,30,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-456,Spis-ONLI-456,-14.698098,145.445447,Original metadata entry,-14.6980975,145.445447,4,4,4,NA,ONLI,ONLI_FL1S,ONLI_FL1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Flank1,Shallow,15,NA,NA,NA,NA,NA,Lizard Island,14:00,Zoe Meziere,30,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-465,Spis-ONLI-465,-14.649439,145.492935,Original metadata entry,-14.649439,145.492935,5,5,4.4,NA,ONLI,ONLI_FR2S,ONLI_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Front2,Shallow,9,NA,NA,NA,NA,NA,Lizard Island,9:30,Zoe Meziere,31,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-467,Spis-ONLI-467,-14.649439,145.492935,Original metadata entry,-14.649439,145.492935,5,5,4.4,NA,ONLI,ONLI_FR2S,ONLI_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Front2,Shallow,10,NA,NA,NA,NA,NA,Lizard Island,9:30,Zoe Meziere,31,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-468,Spis-ONLI-468,-14.649439,145.492935,Original metadata entry,-14.649439,145.492935,5,5,4.4,NA,ONLI,ONLI_FR2S,ONLI_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Front2,Shallow,14,NA,NA,NA,NA,NA,Lizard Island,9:30,Zoe Meziere,31,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-484,Spis-ONLI-484,-14.667794,145.441894,Zone-level backup coordinates,NA,NA,5,5,3.1,NA,ONLI,ONLI_BA2S,ONLI_BA2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Back2,Shallow,9,NA,NA,NA,NA,NA,Lizard Island,13:00,Zoe Meziere,31,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Zone-level backup coordinates,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-404,Spis-ONMO-404,-16.847173,146.217432,Original metadata entry,-16.8471725,146.2174315,12,12,9.3,NA,ONMO,ONMO_BA1D,ONMO_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back1,Deep,9,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-408,Spis-ONMO-408,-16.847173,146.217432,Original metadata entry,-16.8471725,146.2174315,12,12,9.3,NA,ONMO,ONMO_BA1D,ONMO_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back1,Deep,14,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-491,Spis-ONLI-491,-14.687707,145.465276,Original metadata entry,-14.6877065,145.465276,5,5,3.7,NA,ONLI,ONLI_LA1S,ONLI_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Lagoon1,Shallow,11,NA,NA,NA,NA,NA,Lizard Island,10:00,Zoe Meziere,1,11,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-493,Spis-ONLI-493,-14.687707,145.465276,Original metadata entry,-14.6877065,145.465276,5,5,3.7,NA,ONLI,ONLI_LA1S,ONLI_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Lagoon1,Shallow,3,NA,NA,NA,NA,NA,Lizard Island,10:00,Zoe Meziere,1,11,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-494,Spis-ONLI-494,-14.687707,145.465276,Original metadata entry,-14.6877065,145.465276,5,5,3.7,NA,ONLI,ONLI_LA1S,ONLI_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Lagoon1,Shallow,9,NA,NA,NA,NA,NA,Lizard Island,10:00,Zoe Meziere,1,11,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-415,Spis-ONMO-415,-16.881947,146.18378,Original metadata entry,-16.881947,146.1837795,10,10,8.4,NA,ONMO,ONMO_BA2D,ONMO_BA2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back2,Deep,5,NA,NA,NA,NA,NA,Moore Reef,10:00,Zoe Meziere,29,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-416,Spis-ONMO-416,-16.881947,146.18378,Original metadata entry,-16.881947,146.1837795,10,10,8.4,NA,ONMO,ONMO_BA2D,ONMO_BA2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back2,Deep,15,NA,NA,NA,NA,NA,Moore Reef,10:00,Zoe Meziere,29,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-419,Spis-ONMO-419,-16.881947,146.18378,Original metadata entry,-16.881947,146.1837795,10,10,8.4,NA,ONMO,ONMO_BA2D,ONMO_BA2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back2,Deep,14,NA,NA,NA,NA,NA,Moore Reef,10:00,Zoe Meziere,29,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-427,Spis-ONMO-427,-16.882002,146.183993,Original metadata entry,-16.8820015,146.183993,3,5,3.6,NA,ONMO,ONMO_BA2S,ONMO_BA2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back2,Shallow,9,NA,NA,NA,NA,NA,Moore Reef,14:30,Zoe Meziere,29,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-545,Spis-PAOR-545,-18.57151,146.49538,Original metadata entry,-18.57151,146.49538,12,12,7.4,NA,PAOR,PAOR_FL1D,PAOR_FL1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Orpheus,Flank1,Deep,15,NA,NA,NA,NA,NA,Palm Islands,10:30,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-548,Spis-PAOR-548,-18.57151,146.49538,Original metadata entry,-18.57151,146.49538,12,12,7.4,NA,PAOR,PAOR_FL1D,PAOR_FL1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Orpheus,Flank1,Deep,5,NA,NA,NA,NA,NA,Palm Islands,10:30,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-550,Spis-PAOR-550,-18.57151,146.49538,Original metadata entry,-18.57151,146.49538,12,12,7.4,NA,PAOR,PAOR_FL1D,PAOR_FL1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Orpheus,Flank1,Deep,4,NA,NA,NA,NA,NA,Palm Islands,10:30,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-551,Spis-PAOR-551,-18.57151,146.49538,Original metadata entry,-18.57151,146.49538,12,12,7.4,NA,PAOR,PAOR_FL1D,PAOR_FL1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Orpheus,Flank1,Deep,11,NA,NA,NA,NA,NA,Palm Islands,10:30,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-528,Spis-PAPE-528,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,14,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-529,Spis-PAPE-529,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,8,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-530,Spis-PAPE-530,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,5,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-531,Spis-PAPE-531,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,10,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-532,Spis-PAPE-532,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,13,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-327,Spis-ONMO-327,-16.872083,146.25367,Original metadata entry,-16.872083,146.2536695,10,12,10.4,NA,ONMO,ONMO_FR1D,ONMO_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front1,Deep,5,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,25,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-328,Spis-ONMO-328,-16.872083,146.25367,Original metadata entry,-16.872083,146.2536695,10,12,10.4,NA,ONMO,ONMO_FR1D,ONMO_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front1,Deep,12,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,25,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-333,Spis-ONMO-333,-16.872083,146.25367,Original metadata entry,-16.872083,146.2536695,10,12,10.4,NA,ONMO,ONMO_FR1D,ONMO_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front1,Deep,11,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,25,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-334,Spis-ONMO-334,-16.872083,146.25367,Original metadata entry,-16.872083,146.2536695,10,12,10.4,NA,ONMO,ONMO_FR1D,ONMO_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front1,Deep,3,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,25,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-342,Spis-ONMO-342,-16.872041,146.253615,Original metadata entry,-16.872041,146.2536145,5,5,4.5,NA,ONMO,ONMO_FR1S,ONMO_FR1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front1,Shallow,1,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,25,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-347,Spis-ONMO-347,-16.883036,146.244797,Original metadata entry,-16.8830355,146.244797,12,15,10.9,NA,ONMO,ONMO_FR2D,ONMO_FR2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Deep,2,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-348,Spis-ONMO-348,-16.883036,146.244797,Original metadata entry,-16.8830355,146.244797,12,15,10.9,NA,ONMO,ONMO_FR2D,ONMO_FR2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Deep,1,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-349,Spis-ONMO-349,-16.883036,146.244797,Original metadata entry,-16.8830355,146.244797,12,15,10.9,NA,ONMO,ONMO_FR2D,ONMO_FR2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Deep,7,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-350,Spis-ONMO-350,-16.883036,146.244797,Original metadata entry,-16.8830355,146.244797,12,15,10.9,NA,ONMO,ONMO_FR2D,ONMO_FR2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Deep,11,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-351,Spis-ONMO-351,-16.883036,146.244797,Original metadata entry,-16.8830355,146.244797,12,15,10.9,NA,ONMO,ONMO_FR2D,ONMO_FR2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Deep,6,NA,NA,NA,NA,NA,Moore Reef,9:00,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-360,Spis-ONMO-360,-16.882674,146.244602,Original metadata entry,-16.882674,146.244602,5,5,3.8,NA,ONMO,ONMO_FR2S,ONMO_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,12,NA,NA,NA,NA,NA,Moore Reef,14:30,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-362,Spis-ONMO-362,-16.882674,146.244602,Original metadata entry,-16.882674,146.244602,5,5,3.8,NA,ONMO,ONMO_FR2S,ONMO_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,8,NA,NA,NA,NA,NA,Moore Reef,14:30,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONLI-443,Spis-ONLI-443,-14.691274,145.46938,Original metadata entry,-14.691274,145.46938,3,5,4.6,NA,ONLI,ONLI_FR1S,ONLI_FR1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Front1,Shallow,4,NA,NA,NA,NA,NA,Lizard Island,9:30,Zoe Meziere,30,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
