individualID,materialSampleID,decimalLatitude,decimalLongitude,coordNote,decimalLatitute_field,decimalLongitude_field,minimumdepthOfBottominmeters,maximumdepthOfBottominmeters,EcoPlotDepthinmeters.tidecorrected,depthOfColonyinmeters,EcoReefID_short,locationID_short,EcoPlotID_full,projectID,scientificName_field,scientificAbbreviation,scientificName_verified,taxonID,identificationRemarks,EcoClusterID,EcoReefID,EcoReefHabitat,EcoZoneID,fieldID,tagID,digitalOrthoYear,UWorthoYear,EcoPlotID,EcoPlotID_new,locality,timeOfDay,eventEnteredBy,dayCollected,monthCollected,yearCollected,fieldNotes,georeferenceProtocol,coordinateUncertaintyInMeters,locationRemarks,healthScore,collectorList,associatedMedia,permitInformation,principalInvestigator,fundingSource,country,sizeOfColonyincm,Plot_MaxCoralDist.m,Plot_CoordNote,modifiedBy,modifiedReason,associatedTaxa,associatedReference
RRAP-ECO03-2021-Spis-ONLI-445,Spis-ONLI-445,-14.691274,145.46938,Original metadata entry,-14.691274,145.46938,3,5,4.6,NA,ONLI,ONLI_FR1S,ONLI_FR1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Lizard Island,Front1,Shallow,13,NA,NA,NA,NA,NA,Lizard Island,9:30,Zoe Meziere,30,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-381,Spis-ONMO-381,-16.859841,146.225679,Original metadata entry,-16.859841,146.2256785,5,5,3.9,NA,ONMO,ONMO_LA1S,ONMO_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,6,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,27,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-382,Spis-ONMO-382,-16.859841,146.225679,Original metadata entry,-16.859841,146.2256785,5,5,3.9,NA,ONMO,ONMO_LA1S,ONMO_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,4,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,27,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-385,Spis-ONMO-385,-16.859841,146.225679,Original metadata entry,-16.859841,146.2256785,5,5,3.9,NA,ONMO,ONMO_LA1S,ONMO_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,8,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,27,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-386,Spis-ONMO-386,-16.859841,146.225679,Original metadata entry,-16.859841,146.2256785,5,5,3.9,NA,ONMO,ONMO_LA1S,ONMO_LA1S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,15,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,27,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-393,Spis-ONMO-393,-16.859925,146.225746,Original metadata entry,-16.8599245,146.2257455,10,10,10.3,NA,ONMO,ONMO_LA1D,ONMO_LA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Deep,5,NA,NA,NA,NA,NA,Moore Reef,9:30,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-395,Spis-ONMO-395,-16.859925,146.225746,Original metadata entry,-16.8599245,146.2257455,10,10,10.3,NA,ONMO,ONMO_LA1D,ONMO_LA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Deep,15,NA,NA,NA,NA,NA,Moore Reef,9:30,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-396,Spis-ONMO-396,-16.859925,146.225746,Original metadata entry,-16.8599245,146.2257455,10,10,10.3,NA,ONMO,ONMO_LA1D,ONMO_LA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Lagoon1,Deep,6,NA,NA,NA,NA,NA,Moore Reef,9:30,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-403,Spis-ONMO-403,-16.847173,146.217432,Original metadata entry,-16.8471725,146.2174315,12,12,9.3,NA,ONMO,ONMO_BA1D,ONMO_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back1,Deep,10,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-558,Spis-PAPE-558,-18.54103,146.48862,Original metadata entry,-18.54103,146.48862,3,3,2.4,NA,PAPE,PAPE_BA2S,PAPE_BA2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back2,Shallow,1,NA,NA,NA,NA,NA,Palm Islands,14:00,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-562,Spis-PAPE-562,-18.54103,146.48862,Original metadata entry,-18.54103,146.48862,3,3,2.4,NA,PAPE,PAPE_BA2S,PAPE_BA2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back2,Shallow,NA,NA,NA,NA,NA,NA,Palm Islands,14:00,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-410,Spis-ONMO-410,-16.847173,146.217432,Original metadata entry,-16.8471725,146.2174315,12,12,9.3,NA,ONMO,ONMO_BA1D,ONMO_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back1,Deep,3,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-412,Spis-ONMO-412,-16.847173,146.217432,Original metadata entry,-16.8471725,146.2174315,12,12,9.3,NA,ONMO,ONMO_BA1D,ONMO_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back1,Deep,5,NA,NA,NA,NA,NA,Moore Reef,14:00,Zoe Meziere,28,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-414,Spis-ONMO-414,-16.881947,146.18378,Original metadata entry,-16.881947,146.1837795,10,10,8.4,NA,ONMO,ONMO_BA2D,ONMO_BA2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Back2,Deep,6,NA,NA,NA,NA,NA,Moore Reef,10:00,Zoe Meziere,29,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-533,Spis-PAPE-533,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,11,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-535,Spis-PAPE-535,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,15,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-538,Spis-PAPE-538,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,4,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-539,Spis-PAPE-539,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,3,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-540,Spis-PAPE-540,-18.53935,146.4995,Original metadata entry,-18.53935,146.4995,13,13,10.2,NA,PAPE,PAPE_FR1D,PAPE_FR1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Front1,Deep,1,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,11,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-541,Spis-PAPE-541,-18.55054,146.48822,Original metadata entry,-18.55054,146.48822,13,13,10.4,NA,PAPE,PAPE_BA1D,PAPE_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back1,Deep,12,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,12,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-542,Spis-PAPE-542,-18.55054,146.48822,Original metadata entry,-18.55054,146.48822,13,13,10.4,NA,PAPE,PAPE_BA1D,PAPE_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back1,Deep,14,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,12,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-543,Spis-PAPE-543,-18.55054,146.48822,Original metadata entry,-18.55054,146.48822,13,13,10.4,NA,PAPE,PAPE_BA1D,PAPE_BA1D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back1,Deep,3,NA,NA,NA,NA,NA,Palm Islands,10:00,Zoe Meziere,12,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-363,Spis-ONMO-363,-16.882674,146.244602,Original metadata entry,-16.882674,146.244602,5,5,3.8,NA,ONMO,ONMO_FR2S,ONMO_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,2,NA,NA,NA,NA,NA,Moore Reef,14:30,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-ONMO-364,Spis-ONMO-364,-16.882674,146.244602,Original metadata entry,-16.882674,146.244602,5,5,3.8,NA,ONMO,ONMO_FR2S,ONMO_FR2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,15,NA,NA,NA,NA,NA,Moore Reef,14:30,Zoe Meziere,26,10,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-564,Spis-PAPE-564,-18.54103,146.48862,Original metadata entry,-18.54103,146.48862,3,3,2.4,NA,PAPE,PAPE_BA2S,PAPE_BA2S,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back2,Shallow,11,NA,NA,NA,NA,NA,Palm Islands,14:00,Zoe Meziere,13,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-PAPE-566,Spis-PAPE-566,-18.54083,146.48846,Original metadata entry,-18.54083,146.48846,12,12,9.3,NA,PAPE,PAPE_BA2D,PAPE_BA2D,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Inshore Central GBR,Pelorus,Back2,Deep,15,NA,NA,NA,NA,NA,Palm Islands,15:00,Zoe Meziere,14,1,2022,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,P5240106 |P5240107,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,60,Original metadata entry,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-CBHE-256,Spis-CBHE-256,-23.428042,151.952424,Mean of StakeA and StakeB,-23.428043,151.952453,12,15,11.7,NA,CBHE,CBHE_BA1D,CBHE_BA1D_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back1,Deep,111,105,NA,NA,1,NA,Heron Island,11:54,Tom Richards,18,9,2021,NA,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2021-Spis-CBHE-259,Spis-CBHE-259,-23.428403,151.952614,Mean of StakeA and StakeB,-23.4284405,151.952418,1,5,5.1,NA,CBHE,CBHE_BA1S,CBHE_BA1S_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back1,Shallow,2,108,NA,NA,1,NA,Heron Island,12:00,Ilha Byrne,19,9,2021,NA,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere | Ilha Byrne,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1382,Spis-CBHE-1382,-23.428454,151.952486,Mean of StakeA and StakeB,NA,NA,5,5,4.8,NA,CBHE,CBHE_BA1S,CBHE_BA1S_P2,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back1,Shallow,34,not on ortho,NA,NA,2,NA,Heron Island,14:30,Iva Popovic,8,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1396,Spis-CBHE-1396,-23.43404,151.920592,Mean of StakeA and StakeB,NA,NA,12,12,10.5,NA,CBHE,CBHE_BA2D,CBHE_BA2D_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Deep,39,Spis_90,2021,NA,1,NA,Heron Island,10:00,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1398,Spis-CBHE-1398,-23.43398,151.920474,Mean of StakeA and StakeB,NA,NA,12,12,10.5,NA,CBHE,CBHE_BA2D,CBHE_BA2D_P2,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Deep,13,"not on ortho, off plot",NA,NA,2,NA,Heron Island,10:00,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1400,Spis-CBHE-1400,-23.43398,151.920474,Mean of StakeA and StakeB,NA,NA,12,12,10.5,NA,CBHE,CBHE_BA2D,CBHE_BA2D_P2,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Deep,3,"not on ortho, off plot",NA,NA,2,NA,Heron Island,10:00,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1408,Spis-CBHE-1408,-23.434092,151.920032,Mean of StakeA and StakeB,NA,NA,12,12,10.1,NA,CBHE,CBHE_BA2D,CBHE_BA2D_P4,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Deep,33,not on ortho,NA,NA,4,NA,Heron Island,10:00,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1412,Spis-CBHE-1412,-23.433933,151.921201,Mean of StakeA and StakeB,NA,NA,5,5,4.1,NA,CBHE,CBHE_BA2S,CBHE_BA2S_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Shallow,3,not on ortho,NA,NA,1,NA,Heron Island,14:30,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1418,Spis-CBHE-1418,-23.434023,151.92083,Mean of StakeA and StakeB,NA,NA,5,5,3.8,NA,CBHE,CBHE_BA2S,CBHE_BA2S_P3,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Shallow,24,not on ortho,NA,NA,3,NA,Heron Island,14:30,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1423,Spis-CBHE-1423,-23.434039,151.920667,Mean of StakeA and StakeB,NA,NA,5,5,3.9,NA,CBHE,CBHE_BA2S,CBHE_BA2S_P4,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Back2,Shallow,31,Spis_36,2021,NA,4,NA,Heron Island,14:30,Iva Popovic,9,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1334,Spis-CBHE-1334,-23.456009,151.925543,Mean of StakeA and StakeB,NA,NA,5,5,3.6,NA,CBHE,CBHE_FL1S,CBHE_FL1S_P1,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Flank1,Shallow,37,Spis_7,2021,NA,1,NA,Heron Island,10:00,Iva Popovic,7,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
RRAP-ECO03-2022-Spis-CBHE-1335,Spis-CBHE-1335,-23.45611,151.925544,Mean of StakeA and StakeB,NA,NA,5,5,3.7,NA,CBHE,CBHE_FL1S,CBHE_FL1S_P2,ECO03,Stylophora pistillata,Spis,NA,NA,NA,Offshore South GBR,Heron Island,Flank1,Shallow,39,Spis_23,2021,NA,2,NA,Heron Island,10:00,Iva Popovic,7,5,2022,NA,GPS EcoRRAP sites,NA,NA,NA,Iva Popovic,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,Mean of StakeA and StakeB,NA,NA,NA,NA
